symbol,organ_name,en_organ_name,exchange,type,id,industry_code,industry_name,sector
PSD,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí,Petroleum General Distribution Services Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn
PSE,CTCP Phân Bón và Hóa Chất Dầu khí Đông Nam Bộ,South-East PetroVietnam Fertilizer and Chemicals Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn
PSI,CTCP Chứng khoán Dầu khí,PetroVietnam Securities Joint Stock Company,HNX,stock,1,5.0,Chứng khoán,Chứng khoán
PSW,CTCP Phân bón và Hóa chất Dầu khí Tây Nam Bộ,South West PetroVietnam Fertilizer and Chemicals Joint Stock Company,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
PTD,CTCP Thiết kế Xây dựng Thương mại Phúc Thịnh,Phuc Thinh Design Construction Trading Corporation,HNX,stock,1,24.0,Xây dựng,Xây dựng
PTI,Tổng Công ty cổ phần Bảo hiểm Bưu điện,Post - Telecommunication Joint - Stock Insurance Corporation,HNX,stock,1,2.0,Bảo hiểm,Bảo hiểm
PTS,CTCP Vận tải và Dịch vụ Petrolimex Hải Phòng,Petrolimex Haiphong Transportation and Services Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
PTX,CTCP Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,Petrolimex Nghe Tinh Transportation and Service Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn
PV2,CTCP Genea Capital,Genea Capital Joint Stock Company,HNX,stock,1,3.0,Bất động sản,Bất động sản
PVB,CTCP Bọc ống Dầu khí Việt Nam,PetroVietnam Coating Joint Stock Company,HNX,stock,1,10.0,Khai khoáng,Khai khoáng
PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,PetroVietnam Chemical and Services Joint Stock Corporation,HNX,stock,1,10.0,Khai khoáng,Khai khoáng
PVG,CTCP Kinh doanh LPG Việt Nam,Petro VietNam LPG Joint Stock Company,HNX,stock,1,22.0,Tiện ích,Tiện ích
PVI,CTCP PVI,PVI Holdings,HNX,stock,1,2.0,Bảo hiểm,Bảo hiểm
PVS,Tổng Công ty cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,PetroVietnam Technical Services Corporation,HNX,stock,1,10.0,Khai khoáng,Khai khoáng
QHD,CTCP Que hàn điện Việt Đức,Viet Duc Welding Electrode Joint Stock Company,HNX,stock,1,15.0,"SX Thiết bị, máy móc","SX Thiết bị, máy móc"
QST,CTCP Sách và Thiết bị Trường học Quảng Ninh,Quang Ninh Book & Educational Equipment JSC,HNX,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin
QTC,CTCP Công trình Giao thông Vận tải Quảng Nam,Quang Nam Transportion Construction Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
RCL,CTCP Địa ốc Chợ Lớn,Cho Lon Real Estate Joint Stock Company,HNX,stock,1,3.0,Bất động sản,Bất động sản
S55,CTCP Sông Đà 505,Song Da 505 Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
S99,CTCP SCI,SCI Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
SAF,CTCP Lương thực Thực phẩm Safoco,Safoco Foodstuff Joint Stock Company,HNX,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
SCG,CTCP Tập đoàn Xây dựng SCG,SCG Construction Group Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
SCI,CTCP SCI E&C,SCI E&C Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
SD5,CTCP Sông Đà 5,Song Da No5 Joint-Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
SD9,CTCP Sông Đà 9,Song Da No 9 Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
SDC,CTCP Tư vấn Sông Đà,Song Da Consulting Joint Stock Company,HNX,stock,1,28.0,"Dịch vụ tư vấn, hỗ trợ","Dịch vụ tư vấn, hỗ trợ"
SDG,CTCP Sadico Cần Thơ,Sadico Can Tho Joint Stock Corporation,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
SDN,CTCP Sơn Đồng Nai,Dong Nai Paint Corporation,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
SDU,CTCP Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Song Da Urban Investment Construction and Development Joint Stock Company,HNX,stock,1,3.0,Bất động sản,Bất động sản
SEB,CTCP Đầu tư và Phát triển Điện Miền Trung,Mien Trung Power Investment and Development Joint Stock Company,HNX,stock,1,22.0,Tiện ích,Tiện ích
SED,CTCP Đầu tư và Phát triển Giáo dục Phương Nam,Phuong Nam Education Investment and Development Joint Stock Company,HNX,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin
SFN,CTCP Dệt lưới Sài Gòn,Sai Gon Fishing Net Joint Stock Company,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
SGC,CTCP Xuất nhập khẩu Sa Giang,Sa Giang Import Export Corporation,HNX,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
SGD,CTCP Sách Giáo dục tại Thành phố Hồ Chí Minh,Educational Book Joint Stock Company in Ho Chi Minh City,HNX,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin
SGH,CTCP Khách sạn Sài Gòn,Sai Gon Hotel Corporation ,HNX,stock,1,25.0,"Dịch vụ lưu trú, ăn uống, giải trí","Dịch vụ lưu trú, ăn uống, giải trí"
SHE,CTCP Phát triển Năng lượng Sơn Hà,Son Ha Development of Renewable Energy Joint Stock Company,HNX,stock,1,15.0,"SX Thiết bị, máy móc","SX Thiết bị, máy móc"
SHN,CTCP Đầu tư Tổng hợp Hà Nội,Ha Noi Investment General Corporation,HNX,stock,1,1.0,Bán buôn,Bán buôn
SHS,CTCP Chứng khoán Sài Gòn - Hà Nội,Saigon - Hanoi Securities Joint Stock Company,HNX,stock,1,5.0,Chứng khoán,Chứng khoán
SJ1,CTCP Nông nghiệp Hùng Hậu,Hung Hau Agricultural Corporation,HNX,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản
SJE,CTCP Sông Đà 11,Song Da No 11 Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
SLS,CTCP Mía Đường Sơn La,Son La Sugar Joint Stock Company,HNX,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
SMN,CTCP Sách và Thiết bị Giáo dục Miền Nam,South Books and Educational Equipment Joint Stock Company,HNX,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin
SMT,CTCP Sametel,Sametel Corporation,HNX,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
SPC,CTCP Bảo vệ Thực vật Sài Gòn,Sai Gon Plant Protection Joint Stock Company,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
SRA,CTCP Sara Việt Nam,Sara Vietnam Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn
SSM,CTCP Chế tạo kết cấu Thép Vneco.SSM,Steel Structure Manufacture Joint Stock Company,HNX,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
STC,CTCP Sách và Thiết bị Trường học Thành phố Hồ Chí Minh,Book and Educational Equipment Joint Stock Company of Ho Chi Minh City,HNX,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin
STP,CTCP Công nghiệp Thương mại Sông Đà,Song Da Industry Trade Joint Stock Company,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
SVN,CTCP Tập đoàn Vexilla Việt Nam,Vexilla Viet Nam Group Joint Stock Company,HNX,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư
SZB,CTCP Sonadezi Long Bình,Sonadezi Long Binh Share Holding Company,HNX,stock,1,3.0,Bất động sản,Bất động sản
TA9,CTCP Xây lắp Thành An 96,Thanh An 96 Installation and Construction Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
TD6,CTCP Than Đèo Nai - Cọc Sáu - TKV,Deo Nai - Coc Sau - TKV Coal Joint Stock Company,HNX,stock,1,10.0,Khai khoáng,Khai khoáng
TDT,CTCP Đầu tư và Phát triển TDT,TDT Investment and Development Joint Stock Company,HNX,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
TET,CTCP Vải sợi May mặc Miền Bắc,Northern Textiles and Garments Joint Stock Company ,HNX,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
TFC,CTCP Trang,Trang Corporation,HNX,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản
THB,CTCP Bia Hà Nội - Thanh Hóa,Ha Noi - Thanh Hoa Beer Joint Stock Company,HNX,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
THD,CTCP Thaiholdings,Thaiholdings Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
THS,CTCP Thanh Hoa - Sông Đà,Song Da Thanh Hoa Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn
THT,CTCP Than Hà Tu - Vinacomin,Vinacomin - Ha Tu Coal Joint Stock Company,HNX,stock,1,10.0,Khai khoáng,Khai khoáng
TIG,CTCP Tập đoàn Đầu tư Thăng Long,Thang Long Investment Group Joint Stock Company,HNX,stock,1,3.0,Bất động sản,Bất động sản
TJC,CTCP Dịch vụ Vận tải và Thương mại,Transportation and Trading Services Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
TKU,CTCP Công nghiệp Tung Kuang,Tung Kuang Industrial Joint Stock Company,HNX,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
TMB,CTCP Kinh doanh Than Miền Bắc - Vinacomin,Vinacomin - Northern Coal Trading Joint Stock Company,HNX,stock,1,10.0,Khai khoáng,Khai khoáng
TMC,CTCP Thương mại Xuất nhập khẩu Thủ Đức,Thu Duc Trading and Import Export Joint Stock Company,HNX,stock,1,7.0,Bán lẻ,Bán lẻ
TMX,CTCP VICEM Thương mại Xi măng,VICEM Cement Trading Joint Stock Company,HNX,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
TNG,CTCP Đầu tư và Thương mại TNG,TNG Investment and Trading Joint Stock Company,HNX,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
TOT,CTCP Transimex Logistics,Transimex Logistics Corporation,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
TPP,CTCP Tân Phú Việt Nam,Tan Phu Viet Nam Joint Stock Company,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
TSB,CTCP Ắc quy Tia Sáng,Tia Sang Battery Joint Stock Company,HNX,stock,1,27.0,Thiết bị điện,Thiết bị điện
TTC,CTCP Gạch men Thanh Thanh,Thanh Thanh Joint Stock Company,HNX,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
TTH,CTCP Thương mại và Dịch vụ Tiến Thành,Tien Thanh Service and Trading Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn
TTL,Tổng Công ty Thăng Long - CTCP,Thang Long Joint Stock Corporation,HNX,stock,1,24.0,Xây dựng,Xây dựng
TTT,CTCP Du lịch - Thương mại Tây Ninh,Tay Ninh Tourist - Trading Joint Stock Company,HNX,stock,1,25.0,"Dịch vụ lưu trú, ăn uống, giải trí","Dịch vụ lưu trú, ăn uống, giải trí"
TV3,CTCP Tư vấn Xây dựng Điện 3,Power Engineering Consulting Joint Stock Company 3,HNX,stock,1,28.0,"Dịch vụ tư vấn, hỗ trợ","Dịch vụ tư vấn, hỗ trợ"
TV4,CTCP Tư vấn Xây dựng Điện 4,Power Engineering Consulting Joint Stock Company 4,HNX,stock,1,28.0,"Dịch vụ tư vấn, hỗ trợ","Dịch vụ tư vấn, hỗ trợ"
TVC,CTCP Tập đoàn Quản lý tài sản T-Corp,T-Corp Asset Management Corporation Joint Stock Company,HNX,stock,1,29.0,Tài chính khác,Tài chính khác
TVD,CTCP Than Vàng Danh - Vinacomin,Vinacomin - Vang Danh Coal Joint Stock Company,HNX,stock,1,10.0,Khai khoáng,Khai khoáng
TXM,CTCP VICEM Thạch cao Xi măng,VICEM Gypsum And Cement Joint Stock Company,HNX,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
UNI,CTCP Đầu Tư Và Phát Triển Sao Mai Việt,Sao Mai Viet Investment And Development Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn
V12,CTCP Xây dựng Số 12,Viet Nam Construction Joint Stock Company No 12,HNX,stock,1,24.0,Xây dựng,Xây dựng
V21,CTCP Vinaconex 21,Vinaconex 21 Joint Stock Company,HNX,stock,1,3.0,Bất động sản,Bất động sản
VBC,CTCP Nhựa - Bao bì Vinh,Vinh Plastic and Bags Joint Stock Company,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
VC1,CTCP Xây dựng Số 1,Construction Joint Stock Company No 1,HNX,stock,1,24.0,Xây dựng,Xây dựng
VC2,CTCP Đầu tư và Xây dựng Vina2,VINA2 Investment and Construction Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
VC3,CTCP Tập đoàn Nam Mê Kông,Nam MeKong Group Joint Stock Company,HNX,stock,1,3.0,Bất động sản,Bất động sản
VC6,CTCP Xây dựng và Đầu tư Visicons,Visicons Construction and Investment Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
VC7,CTCP Tập đoàn BGI,BGI Group Joint Stock Company,HNX,stock,1,3.0,Bất động sản,Bất động sản
VC9,CTCP Xây dựng số 9 - VC9,VC9 - NO 9 Construction Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
VCC,CTCP Vinaconex 25,Vinaconex 25 Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
VCM,CTCP BV Life,BV Life Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn
VCS,CTCP Vicostone,Vicostone Joint Stock Company,HNX,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
VDL,CTCP Thực phẩm Lâm Đồng,Lam Dong Foodstuffs Joint Stock Company,HNX,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
VE1,CTCP Xây dựng Điện VNECO 1,VNECO 1 Electricity Construction Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
VE3,CTCP Xây dựng Điện VNECO 3,VNECO 3 Electricity Construction Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
VE4,CTCP Xây dựng Điện VNECO4,VNECO4 Electricity Construction Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
VFS,CTCP Chứng khoán Nhất Việt,Viet First Securities Corporation,HNX,stock,1,5.0,Chứng khoán,Chứng khoán
VGP,CTCP Cảng Rau Quả,The Vegetexco Port Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
VGS,CTCP Ống thép Việt - Đức VG PIPE,Vietnam Germany Steel Pipe Joint Stock Company,HNX,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
VHE,CTCP Dược liệu và Thực phẩm Việt Nam,Vietnam Herbs and Foods Joint Stock Company,HNX,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
VHL,CTCP Viglacera Hạ Long,Viglacera Ha Long Joint Stock Company,HNX,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
VIF,Tổng Công ty Lâm nghiệp Việt Nam - CTCP,Viet Nam Forestry Corporation Joint Stock Company,HNX,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư
VIG,CTCP Chứng khoán Đầu tư tài chính Việt Nam,Viet Nam Financial Investment Securities Corporation,HNX,stock,1,5.0,Chứng khoán,Chứng khoán
VIT,CTCP Viglacera Tiên Sơn,Viglacera Tien Son Joint Stock Company,HNX,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
VLA,CTCP Đầu tư và Phát triển Công nghệ Văn Lang,Van Lang Technology Development and Investment Joint Stock Company,HNX,stock,1,,,
VMC,CTCP Vimeco,Vimeco Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng
VMS,CTCP Phát triển Hàng Hải,Vietnam Maritime Development Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
VNC,CTCP Tập đoàn Vinacontrol,Vinacontrol Group Corporation,HNX,stock,1,28.0,"Dịch vụ tư vấn, hỗ trợ","Dịch vụ tư vấn, hỗ trợ"
VNF,CTCP Vinafreight,Vinafreight Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
VNR,Tổng Công ty cổ phần Tái Bảo hiểm Quốc gia Việt Nam,Vietnam National Reinsurance Corporation,HNX,stock,1,2.0,Bảo hiểm,Bảo hiểm
VNT,CTCP Giao nhận Vận tải Ngoại thương,The Van Cargoes And Foreign Trade Logistics Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
VSA,CTCP Đại lý Hàng hải Việt Nam,Vietnam Ocean Shipping Agency Corporation,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
VSM,CTCP Container Miền Trung,Central Container Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
VTC,CTCP Viễn thông VTC,VTC Telecommunications Joint Stock Company,HNX,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin
VTH,CTCP Dây cáp Điện Việt Thái,Viet Thai Electric Cable Corporation,HNX,stock,1,27.0,Thiết bị điện,Thiết bị điện
VTJ,CTCP Thương mại và Đầu tư VI NA TA BA,VI NA TA BA Trading & Investment Joint Stock Company,HNX,stock,1,3.0,Bất động sản,Bất động sản
VTV,CTCP Năng lượng và Môi trường VICEM,VICEM Energy And Environment Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn
VTZ,CTCP Sản xuất và Thương mại Nhựa Việt Thành,Viet Thanh Plastic Trading And Manufacturing Joint Stock Company,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
WCS,CTCP Bến xe Miền Tây,West Coach Station Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
WSS,CTCP Chứng khoán Phố Wall,Wall Street Securities Company,HNX,stock,1,5.0,Chứng khoán,Chứng khoán
X20,CTCP X20,X20 Joint Stock Company,HNX,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
AAA,CTCP Nhựa An Phát Xanh,An Phat Bioplastics Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
AAM,CTCP Thủy sản MeKong,Mekong Fisheries Joint Stock Company,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản
AAN,CTCP Lương thực A An,A An Food Joint Stock Company,HOSE,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư
AAT,CTCP Tập Đoàn Tiên Sơn Thanh Hóa ,Tien Son Thanh Hoa Group Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
ABR,CTCP Đầu tư Nhãn hiệu Việt,Viet Brand Invest Joint Stock Company,HOSE,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin
ABS,CTCP Dịch vụ Nông nghiệp Bình Thuận,BinhThuan Agriculture Services Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
ABT,CTCP Xuất nhập khẩu Thủy sản Bến Tre,Bentre Aquaproduct Import And Export JSC,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản
ACB,Ngân hàng TMCP Á Châu,Asia Commercial Joint Stock Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
ACC,CTCP Đầu tư và Xây dựng Bình Dương ACC,ACC Binh Duong Investment and Construction Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
ACG,CTCP Gỗ An Cường,An Cuong Wood - Working Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
ACL,CTCP Xuất nhập khẩu Thủy sản Cửu Long An Giang,Cuu Long Fish Joint Stock Company,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản
ADG,CTCP Clever Group,Clever Group Corporation,HOSE,stock,1,,,
ADP,CTCP Sơn Á Đông,A Dong Paint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
ADS,CTCP Damsan,Damsan Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
AFX,CTCP Xuất nhập khẩu Nông sản Thực phẩm An Giang,An Giang Agriculture and Foods Import - Export Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
AGG,CTCP Đầu tư và Phát triển Bất động sản An Gia,An Gia Real Estate Investment and Development Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản
AGR,CTCP Chứng khoán Agribank,Agribank Securities Corporation,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
ANT,CTCP Rau quả Thực phẩm An Giang,An Giang Fruit-Vegetables & Foodstuff Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
ANV,CTCP Nam Việt,Nam Viet Corporation,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản
APG,CTCP Chứng khoán APG,APG Securities Joint Stock Company,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
APH,CTCP Tập đoàn An Phát Holdings,An Phat Holdings Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
ASG,CTCP Tập đoàn ASG,ASG Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
ASM,CTCP Tập đoàn Sao Mai,Sao Mai Group Corporation,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản
ASP,CTCP Tập đoàn Dầu khí An Pha,An Pha Petrol Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
AST,CTCP Dịch vụ Hàng không Taseco,Taseco Air Services Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
BAF,CTCP Nông nghiệp BAF Việt Nam,BAF Viet Nam Agriculture Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
BCE,CTCP Xây dựng và Giao thông Bình Dương,Becamex Construction & Civil Engineering Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
BCG,CTCP Tập đoàn Bamboo Capital,Bamboo Capital Group Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
BCM,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,Becamex Investment And Industrial Development Group,HOSE,stock,1,3.0,Bất động sản,Bất động sản
BFC,CTCP Phân bón Bình Điền,Binh Dien Fertilizer Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
BHN,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Hà Nội,Hanoi Beer Alcohol and Beverage Joint Stock Corporation,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
BIC,Tổng Công ty cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,BIDV Insurance Corporation,HOSE,stock,1,2.0,Bảo hiểm,Bảo hiểm
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Joint Stock Commercial Bank for Investment and Development of Vietnam,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
BKG,CTCP Đầu tư BKG Việt Nam,BKG Viet Nam Investment Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
BMC,CTCP Khoáng sản Bình Định,Binh Dinh Minerals Joint Stock Company,HOSE,stock,1,10.0,Khai khoáng,Khai khoáng
BMI,Tổng Công ty cổ phần Bảo Minh,Bao Minh Insurance Corporation,HOSE,stock,1,2.0,Bảo hiểm,Bảo hiểm
BMP,CTCP Nhựa Bình Minh,Binh Minh Plastics Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
BRC,CTCP Cao su Bến Thành,Ben Thanh Rubber Joint Stock Company,HOSE,stock,1,17.0,Sản phẩm cao su,Sản phẩm cao su
BSI,CTCP Chứng khoán BIDV,BIDV Securities Joint Stock Company,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
BSR,CTCP - Tổng Công ty Lọc hóa dầu Việt Nam,Petrovietnam Refining And Petrochemical Corporation,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
BTP,CTCP Nhiệt điện Bà Rịa,BaRia Thermal Power Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
BTT,CTCP Thương mại Dịch vụ Bến Thành,Ben Thanh Trading & Service Joint Stock Company,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ
BVH,Tập đoàn Bảo Việt,BaoViet Holdings,HOSE,stock,1,2.0,Bảo hiểm,Bảo hiểm
BWE,CTCP - Tổng công ty nước - môi trường Bình Dương,Binh Duong Water - Environment Corporation - Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
C32,CTCP Đầu tư và Xây dựng 3-2,3-2 Investment and Construction Joint Stock Company,HOSE,stock,1,10.0,Khai khoáng,Khai khoáng
C47,CTCP Xây dựng 47,Construction Joint Stock Company 47,HOSE,stock,1,24.0,Xây dựng,Xây dựng
CCC,CTCP Xây dựng CDC,CDC Construction Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
CCI,CTCP Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,Cu Chi Commercial And Industrial Developing Investment Joint Stock Company,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ
CCL,CTCP Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,Cuu Long Petro Urban Development and Investment Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản
CDC,CTCP Chương Dương,Chuong Duong Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản
CHP,CTCP Thủy điện Miền Trung,Central Hydropower Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
CIG,CTCP COMA 18,COMA 18 Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
CII,CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,Ho Chi Minh City Infrastructure Investment Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
CKG,CTCP Tập đoàn CIC,CIC Group Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
CLC,CTCP Cát Lợi,Cat Loi Joint Stock Company,HOSE,stock,1,,,
CLL,CTCP Cảng Cát Lái,Cat Lai Port Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
CLW,CTCP Cấp nước Chợ Lớn,Cholon Water Supply Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
CMG,CTCP Tập đoàn Công nghệ CMC,CMC Corporation,HOSE,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin
CMV,CTCP Thương nghiệp Cà Mau,Ca Mau Trading Joint Stock Company,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ
