symbol,organ_name,en_organ_name,exchange,type,id,industry_code,industry_name,sector
CMX,CTCP Camimex Group,Camimex Group Joint Stock Company,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản
CNG,CTCP CNG Việt Nam,CNG Viet Nam Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
COM,CTCP Vật tư - Xăng Dầu,Materials - Petroleum Joint Stock Company,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ
CRC,CTCP Create Capital Việt Nam,Create Capital Viet Nam Joint Stock Company ,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
CRE,CTCP Bất động sản Thế Kỷ,Century Land Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
CRV,CTCP Tập đoàn Bất động sản CRV,CRV Real Estate Group Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
CSM,CTCP Công nghiệp Cao su Miền Nam,The Southern Rubber Industry Joint Stock Company,HOSE,stock,1,17.0,Sản phẩm cao su,Sản phẩm cao su
CSV,CTCP Hóa chất Cơ bản Miền Nam,South Basic Chemicals Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
CTD,CTCP Xây dựng Coteccons,Coteccons Construction Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
CTF,CTCP City Auto,City Auto Corporation,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ
CTG,Ngân hàng TMCP Công Thương Việt Nam,Vietnam Joint Stock Commercial Bank For Industry And Trade,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
CTI,CTCP Đầu tư Phát triển Cường Thuận IDICO,Cuong Thuan IDICO Development Investment Corporation,HOSE,stock,1,24.0,Xây dựng,Xây dựng
CTR,Tổng Công ty cổ phần Công trình Viettel,Viettel Construction Joint Stock Corporation,HOSE,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin
CTS,CTCP Chứng khoán VietinBank,VietinBank Securities Joint Stock Company,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
CVT,CTCP CMC,CMC Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
D2D,CTCP Phát triển Đô thị Công nghiệp số 2,Industrial Urban Development Joint - Stock Company No 2,HOSE,stock,1,3.0,Bất động sản,Bất động sản
DAH,CTCP Tập đoàn Khách sạn Đông Á,Dong A Hotel Group Joint Stock Company,HOSE,stock,1,25.0,"Dịch vụ lưu trú, ăn uống, giải trí","Dịch vụ lưu trú, ăn uống, giải trí"
DAT,CTCP Đầu tư du lịch và Phát triển Thủy sản,Travel Investment and Seafood Development Corporation,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản
DBC,CTCP Tập đoàn Dabaco Việt Nam,Dabaco Group,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
DBD,CTCP Dược - Trang thiết bị Y tế Bình Định (Bidiphar),Binh Dinh Pharmaceutical and Medical Equipment Joint Stock Company,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe
DBT,CTCP Dược phẩm Bến Tre,Ben Tre Pharmaceutical Joint Stock Company,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe
DC4,CTCP DICERA Holdings,DICERA Holdings Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
DCL,CTCP Dược phẩm Cửu Long,Cuu Long Pharmaceutical Joint Stock Corporation,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe
DCM,CTCP - Tổng công ty Phân bón Dầu khí Cà Mau,PetroVietnam Ca Mau Fertilizer Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
DGC,CTCP Tập đoàn Hóa chất Đức Giang,DucGiang Chemicals Group Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
DGW,CTCP Thế Giới Số,Digiworld Corp.,HOSE,stock,1,1.0,Bán buôn,Bán buôn
DHA,CTCP Hóa An,Hoa An Joint Stock Company,HOSE,stock,1,10.0,Khai khoáng,Khai khoáng
DHC,CTCP Đông Hải Bến Tre,Dong Hai Joint Stock Company of Ben Tre,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
DHG,CTCP Dược Hậu Giang,DHG Pharmaceutical Joint Stock Company,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe
DHM,CTCP Đầu tư và Thương mại DHM,DHM Investment and Trading Joint Stock Company,HOSE,stock,1,10.0,Khai khoáng,Khai khoáng
DIG,Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng,Development Investment Construction Joint Stock Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản
DLG,CTCP Tập đoàn Đức Long Gia Lai,Duc Long Gia Lai Group Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
DMC,CTCP Xuất nhập khẩu Y Tế DOMESCO,DOMESCO Medical Import-Export Joint Stock Corporation,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe
DPG,CTCP Tập đoàn Đạt Phương,Dat Phuong Group Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
DPM,Tổng công ty Phân bón và Hóa chất Dầu khí - CTCP,Petrovietnam Fertilizer and Chemicals Corporation,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
DPR,CTCP Cao su Đồng Phú,Dong Phu Rubber Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
DQC,CTCP Tập đoàn Điện Quang,Dien Quang Group Joint Stock Company,HOSE,stock,1,27.0,Thiết bị điện,Thiết bị điện
DRC,CTCP Cao su Đà Nẵng,Danang Rubber Joint Stock Company,HOSE,stock,1,17.0,Sản phẩm cao su,Sản phẩm cao su
DRH,CTCP DRH Holdings,DRH Holdings JSC,HOSE,stock,1,3.0,Bất động sản,Bất động sản
DRL,CTCP Thủy điện - Điện Lực 3,Hydro Power Joint Stock Company - Power No.3,HOSE,stock,1,22.0,Tiện ích,Tiện ích
DSC,CTCP Chứng khoán DSC,DSC Securities Corporation,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
DSE,CTCP Chứng khoán DNSE,DNSE Securities Joint Stock Company,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
DSN,CTCP Công viên nước Đầm Sen,Dam Sen Water Park Corporation,HOSE,stock,1,25.0,"Dịch vụ lưu trú, ăn uống, giải trí","Dịch vụ lưu trú, ăn uống, giải trí"
DTA,CTCP Đệ Tam,De Tam Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
DTL,CTCP Đại Thiên Lộc,Dai Thien Loc Corporation,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
DTT,CTCP Kỹ nghệ Đô Thành,Do Thanh Technology Corporation,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
DVP,CTCP Đầu tư và Phát triển Cảng Đình Vũ,DinhVu Port Investment & Development Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
DXG,CTCP Bluemarq Group,Bluemarq Group Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,Dat Xanh Real Estate Services Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
DXV,CTCP VICEM Vật liệu Xây dựng Đà Nẵng,Da Nang Building Material VICCEM Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,Vietnam Export Import Commercial Joint Stock Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
ELC,CTCP Công Nghệ - Viễn Thông Elcom,Elcom Technology Communications Corporation,HOSE,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin
EVE,CTCP Everpia,Everpia Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
EVF,Công ty Tài chính Tổng hợp Cổ phần Điện lực,EVF General Finance Joint Stock Company,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
EVG,CTCP Tập đoàn EverLand,Everland Group Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
FCM,CTCP Bê tông Phan Vũ Hà Nam,Phan Vu Ha Nam Concrete Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
FCN,CTCP FECON,FECON CORPORATION,HOSE,stock,1,24.0,Xây dựng,Xây dựng
FDC,CTCP Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Foreign Trade Development & Investment Corporation of HCMC,HOSE,stock,1,3.0,Bất động sản,Bất động sản
FIR,CTCP Địa ốc First Real,First Real Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
FIT,CTCP Tập đoàn F.I.T,F.I.T Group Joint Stock Company,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe
FMC,CTCP Thực phẩm Sao Ta,Sao Ta Foods Joint Stock Company ,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản
FPT,CTCP FPT,FPT Corporation,HOSE,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin
FRT,CTCP Bán lẻ Kỹ thuật số FPT,FPT Digital Retail Joint Stock Company,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ
FTS,CTCP Chứng khoán FPT,FPT Securities Joint Stock Company,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
GAS,Tổng Công ty Khí Việt Nam - CTCP,PetroVietnam Gas Joint Stock Corporation,HOSE,stock,1,22.0,Tiện ích,Tiện ích
GDT,CTCP Chế biến Gỗ Đức Thành,Duc Thanh Wood Processing Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
GEE,CTCP Điện lực Gelex,Gelex Electricity Joint Stock Company,HOSE,stock,1,27.0,Thiết bị điện,Thiết bị điện
GEG,CTCP Điện Gia Lai,Gia Lai Electricity Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
GEL,CTCP Hạ tầng GELEX,Gelex Infrastructure Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn
GEX,CTCP Tập đoàn GELEX,GELEX Group Joint Stock Company,HOSE,stock,1,27.0,Thiết bị điện,Thiết bị điện
GHC,CTCP Thủy điện Gia Lai,Gia Lai Hydropower Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
GIL,CTCP Sản xuất Kinh doanh và Xuất nhập khẩu Bình Thạnh,Binh Thanh Import Export Production and Trade Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
GMD,CTCP Tập đoàn Gemadept,Gemadept Group Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
GMH,CTCP Minh Hưng Quảng Trị,Quang Tri Minh Hung Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
GSP,CTCP Vận tải Sản Phẩm Khí Quốc tế,International Gas Product Shipping Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
GTA,CTCP Chế biến gỗ Thuận An,Thuan An Wood Processing Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
GVR,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,Viet Nam Rubber Group - Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
HAG,CTCP Hoàng Anh Gia Lai,Hoang Anh Gia Lai Joint Stock Company,HOSE,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư
HAH,CTCP Vận tải và Xếp dỡ Hải An,Hai An Transport and Stevedoring Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
HAP,CTCP Tập đoàn Hapaco,Hapaco Group Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
HAR,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,An Duong Thao Dien Real Estate Investment Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
HAS,CTCP Hacisco,Hacisco Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
HAX,CTCP Dịch vụ Ô tô Hàng Xanh,Hang Xanh Motors Service Joint Stock Company  ,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ
HCD,CTCP Đầu tư Sản xuất và Thương mại HCD,HCD Investment Producing and Trading Joint Stock Company ,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
HCM,CTCP Chứng khoán Thành phố Hồ Chí Minh,Ho Chi Minh City Securities Corporation,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
HDB,Ngân hàng TMCP Phát triển Thành phố Hồ Chí Minh,Ho Chi Minh City Development Joint Stock Commercial Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
HDC,CTCP Phát triển Nhà Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau House Development Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
HDG,CTCP Tập đoàn Hà Đô,Ha Do Group Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
HHP,CTCP HHP Global,HHP Global Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
HHS,CTCP Đầu tư Dịch vụ Hoàng Huy,Hoang Huy Investment Services Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn
HHV,CTCP Đầu tư Hạ tầng Giao thông Đèo Cả,Deo Ca Traffic Infrastructure Investment Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
HID,CTCP Halcom Việt Nam,Halcom Vietnam Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
HII,CTCP An Tiến Industries,An Tien Industries Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
HMC,CTCP Kim khí Thành phố Hồ Chí Minh - VNSTEEL,VNSTEEL - HoChiMinh City Metal Corporation,HOSE,stock,1,1.0,Bán buôn,Bán buôn
HNA,CTCP Thủy điện Hủa Na,Hua Na Hydropower Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
HPA,CTCP Phát triển Nông nghiệp Hòa Phát,Hoa Phat Agriculture Development Joint Stock Company,HOSE,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư
HPG,CTCP Tập đoàn Hòa Phát,Hoa Phat Group Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
HPX,CTCP Đầu tư Hải Phát,Hai Phat Investment Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
HQC,CTCP Tư vấn Thương mại Dịch vụ Địa Ốc Hoàng Quân,Hoang Quan Consulting-Trading-Service Real Estate Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản
HRC,CTCP Cao su Hòa Bình,Hoa Binh Rubber Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
HSG,CTCP Tập đoàn Hoa Sen,Hoa Sen Group,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
HSL,CTCP Đầu tư Phát triển Thực phẩm Hồng Hà,Hong Ha Food Investment Development Joint Stock Company,HOSE,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư
HT1,CTCP Xi Măng Vicem Hà Tiên,Vicem Ha Tien Cement Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
HTG,Tổng Công ty cổ phần Dệt may Hòa Thọ,Hoa Tho Textile - Garment Joint Stock Corporation,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
HTI,CTCP Đầu tư Phát triển Hạ tầng IDICO,IDICO Infrastructure Development Investment Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
HTL,CTCP Kỹ thuật và Ô tô Trường Long,Truong Long Engineering and Auto Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn
HTN,CTCP Hưng Thịnh Incons,Hung Thinh Incons Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
HTV,CTCP Logistics Vicem,Logistics Vicem Joint Stock Company ,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
HU1,CTCP Đầu tư và Xây dựng HUD1,HUD1 Investment and Construction Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
HUB,CTCP Xây lắp Thừa Thiên Huế,Thua Thien Hue Construction Joint Stock Corporation,HOSE,stock,1,24.0,Xây dựng,Xây dựng
HVH,CTCP Đầu tư và Công nghệ HVC,HVC Investment and Technology Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,Vietnam Airlines Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
ICT,CTCP Viễn thông - Tin học Bưu điện,Joint Stock Company for Telecom and Informatics,HOSE,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin
IDI,CTCP Đầu tư và Phát triển Đa Quốc Gia - IDI,I.D.I International Development and Investment Corporation,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản
IJC,CTCP Phát triển Hạ tầng Kỹ thuật,Becamex Infrastructure Development Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
ILB,CTCP ICD Tân Cảng - Long Bình,ICD Tan Cang - Long Binh Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
IMP,CTCP Dược phẩm Imexpharm,Imexpharm Corporation,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe
ITC,CTCP Đầu tư và Kinh doanh Nhà,Investment and Trading of Real Estate Joint stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
ITD,CTCP Công nghệ ITD,ITD Technology Corporation,HOSE,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin
JVC,CTCP Đầu tư Y tế - Dược phẩm Việt Nam,Vitenam Medical And Pharmaceutical Investment Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn
KBC,Tổng Công ty Phát triển Đô thị Kinh Bắc - CTCP,Kinh Bac City Development Holding Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản
KDC,CTCP Tập đoàn KIDO,KIDO Group Corporation,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
KDH,CTCP Đầu tư và Kinh doanh Nhà Khang Điền,Khang Dien House Trading and Investment Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
KHG,CTCP Tập đoàn Khải Hoàn Land,Khai Hoan Land Group Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
KHP,CTCP Điện lực Khánh Hòa,Khanh Hoa Power Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
KLB,Ngân hàng TMCP Kiên Long,Kien Long Commercial Joint Stock Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
KMR,CTCP Mirae,Mirae Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
KOS,CTCP KOSY,KOSY Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
KSB,CTCP Khoáng sản và Xây dựng Bình Dương,Binh Duong Mineral and Construction Joint Stock Company,HOSE,stock,1,10.0,Khai khoáng,Khai khoáng
L10,CTCP Lilama 10,Lilama 10 Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
LAF,CTCP Chế biến hàng Xuất khẩu Long An,Long An Food Processing Export Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
LBM,CTCP Khoáng sản và Vật liệu Xây dựng Lâm Đồng,LamDong Minerals and Building Materials Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
LCG,CTCP Lizen,Lizen Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
LDG,CTCP Đầu tư LDG,LDG Investment Joint stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
LGC,CTCP Đầu tư Cầu đường CII,CII Bridges and Roads Investment Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
LGL,CTCP Đầu tư và Phát triển Đô thị Long Giang,Long Giang Investment and Urban Development Joint-Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
LHG,CTCP Long Hậu,Long Hau Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản
LIX,CTCP Bột Giặt Lix,Lix Detergent Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất
LM8,CTCP Lilama 18,Lilama 18 Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
LPB,Ngân hàng TMCP Lộc Phát Việt Nam,Fortune Vietnam Joint Stock Commercial Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
LSS,CTCP Mía Đường Lam Sơn,Lam Son Sugar Joint Stock Corporation,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
MBB,Ngân hàng TMCP Quân đội,Military Commercial Joint Stock Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
MCH,CTCP Hàng tiêu dùng Masan,Masan Consumer Corporation,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
MCM,CTCP Giống Bò sữa Mộc Châu,MocChau Dairy Cattle Breeding Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
MCP,CTCP In và Bao bì Mỹ Châu,MyChau Printing and Packaging Corporation,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
MDG,CTCP Miền Đông,Mien Dong Joint Stock Company,HOSE,stock,1,10.0,Khai khoáng,Khai khoáng
MHC,CTCP MHC,MHC Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
MIG,Tổng Công ty cổ phần Bảo hiểm Quân Đội,Military Insurance Corporation,HOSE,stock,1,2.0,Bảo hiểm,Bảo hiểm
MSB,Ngân hàng TMCP Hàng hải Việt Nam,Vietnam Maritime Commercial Joint Stock Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
MSH,CTCP May Sông Hồng,Song Hong Garment Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
MSN,CTCP Tập đoàn Masan,Masan Group Corporation,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
MWG,CTCP Đầu tư Thế giới Di động,Mobile World Investment Corporation,HOSE,stock,1,7.0,Bán lẻ,Bán lẻ
MZG,CTCP Miza,Miza Corporation,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
NAB,Ngân hàng TMCP Nam Á,Nam A Commercial Joint Stock Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
NAF,CTCP Nafoods Group,Nafoods Group Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
NAV,CTCP Nam Việt,Nam Viet Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng
NBB,CTCP Đầu tư Năm Bảy Bảy,577 Investment Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản
NCT,CTCP Dịch vụ Hàng hóa Nội Bài,NoiBai Cargo Terminal Services Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
NHA,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,Ha Noi South Housing and Urban Development Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản
NHH,CTCP Nhựa Hà Nội,HaNoi Plastics Joint Stock Company,HOSE,stock,1,15.0,"SX Thiết bị, máy móc","SX Thiết bị, máy móc"
NHT,CTCP Sản xuất và Thương mại Nam Hoa,Nam Hoa Trading & Production Corporation,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ
NKG,CTCP Thép Nam Kim,Nam Kim Steel Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng
NLG,CTCP Đầu tư Nam Long,Nam Long Investment Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản
NNC,CTCP Đá Núi Nhỏ,Nui Nho Stone Joint Stock Company,HOSE,stock,1,10.0,Khai khoáng,Khai khoáng
NO1,CTCP Tập đoàn 911,911 Group Joint Stock Company,HOSE,stock,1,1.0,Bán buôn,Bán buôn
NSC,CTCP Tập đoàn Giống cây trồng Việt Nam,Vietnam National Seed Group Joint Stock Company,HOSE,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư
NT2,CTCP Điện lực Dầu khí Nhơn Trạch 2,PetroVietnam Power Nhon Trach 2 Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích
NTC,CTCP Khu Công nghiệp Nam Tân Uyên,Nam Tan Uyen Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
NTL,CTCP Phát triển Đô thị Từ Liêm,Tu Liem Urban Development Joint-Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản
NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va ,No Va Land Investment Group Corporation ,HOSE,stock,1,3.0,Bất động sản,Bất động sản
NVT,CTCP Bất động sản Du lịch Ninh Vân Bay,Ninh Van Bay Travel Real Estate Joint Stock Company,HOSE,stock,1,25.0,"Dịch vụ lưu trú, ăn uống, giải trí","Dịch vụ lưu trú, ăn uống, giải trí"
OCB,Ngân hàng TMCP Phương Đông,Orient Commercial Joint Stock Bank,HOSE,stock,1,11.0,Ngân hàng,Ngân hàng
OGC,CTCP Tập đoàn Đại Dương,Ocean Group Joint Stock Company,HOSE,stock,1,29.0,Tài chính khác,Tài chính khác
OPC,CTCP Dược phẩm OPC,OPC Pharmaceutical Joint Stock Company,HOSE,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe
ORS,CTCP Chứng khoán Tiên Phong,Tien Phong Securities Corporation,HOSE,stock,1,5.0,Chứng khoán,Chứng khoán
PAC,CTCP Pin Ắc quy Miền Nam,Dry Cell and Storage Battery Joint Stock Company,HOSE,stock,1,27.0,Thiết bị điện,Thiết bị điện
PAN,CTCP Tập đoàn PAN,The PAN Group Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống
PC1,CTCP Tập Đoàn PC1,PC1 Group Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng
PDN,CTCP Cảng Đồng Nai,Dong Nai Port Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
PDR,CTCP Phát triển Bất động sản Phát Đạt,Phat Dat Real Estate Development Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản
PDV,CTCP Vận Tải Và Tiếp Vận Phương Đông Việt,Phuong Dong Viet Shipping And Logistics Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi
