symbol,organ_name,en_organ_name,exchange,type,id,industry_code,industry_name,sector,profile_status,exclude_reason,included_nonfinancial
PIC,CTCP Đầu tư Điện lực 3,PC3 - Investment Joint Stock Company ,HNX,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
PJC,CTCP Thương mại và Vận tải Petrolimex Hà Nội,Petrolimex Ha Noi Transportation and Trading Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
PLC,Tổng Công ty Hóa dầu Petrolimex - CTCP,Petrolimex Petrochemical Corporation - JSC,HNX,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
PMB,CTCP Phân bón và Hóa chất Dầu khí Miền Bắc,North PetroVietnam Fertilizer and Chemicals Joint Stock Company,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
PMC,CTCP Dược phẩm Dược liệu Pharmedic,Pharmedic Pharmaceutical Medicinal Joint Stock Company,HNX,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe,listing_only,,True
PMP,CTCP Bao bì đạm Phú Mỹ,Dam Phu My Packaging Joint Stock Company,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
PMS,CTCP Cơ khí Xăng dầu,Petroleum Mechanical Stock Company,HNX,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
POT,CTCP Thiết bị Bưu điện,Post and Telecommunication Equipment Joint Stock Company,HNX,stock,1,27.0,Thiết bị điện,Thiết bị điện,listing_only,,True
PPE,CTCP Tư vấn đầu tư PP Enterprise,PP Enterprise Investment Consultancy Joint Stock Company,HNX,stock,1,28.0,"Dịch vụ tư vấn, hỗ trợ","Dịch vụ tư vấn, hỗ trợ",listing_only,,True
PPP,CTCP Dược phẩm Phong Phú,Phong Phu Pharmaceutical Joint Stock Company,HNX,stock,1,8.0,Chăm sóc sức khỏe,Chăm sóc sức khỏe,listing_only,,True
PPS,CTCP Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,PetroVietnam Power Services Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
PPT,CTCP Petro Times,Petro Times Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
PPY,CTCP Xăng dầu Dầu khí Phú Yên,PetroVietnam Oil Phu Yen Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
PRC,CTCP Logistics Portserco,Portserco Logistics Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
PSC,CTCP Vận tải và Dịch vụ Petrolimex Sài Gòn,Petrolimex Saigon Transportation and Service Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
PSD,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí,Petroleum General Distribution Services Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
PSE,CTCP Phân Bón và Hóa Chất Dầu khí Đông Nam Bộ,South-East PetroVietnam Fertilizer and Chemicals Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
PSW,CTCP Phân bón và Hóa chất Dầu khí Tây Nam Bộ,South West PetroVietnam Fertilizer and Chemicals Joint Stock Company,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
PTD,CTCP Thiết kế Xây dựng Thương mại Phúc Thịnh,Phuc Thinh Design Construction Trading Corporation,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
PTS,CTCP Vận tải và Dịch vụ Petrolimex Hải Phòng,Petrolimex Haiphong Transportation and Services Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
PTX,CTCP Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,Petrolimex Nghe Tinh Transportation and Service Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
PV2,CTCP Genea Capital,Genea Capital Joint Stock Company,HNX,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
PVB,CTCP Bọc ống Dầu khí Việt Nam,PetroVietnam Coating Joint Stock Company,HNX,stock,1,10.0,Khai khoáng,Khai khoáng,listing_only,,True
PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - CTCP,PetroVietnam Chemical and Services Joint Stock Corporation,HNX,stock,1,10.0,Khai khoáng,Khai khoáng,listing_only,,True
PVG,CTCP Kinh doanh LPG Việt Nam,Petro VietNam LPG Joint Stock Company,HNX,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
PVS,Tổng Công ty cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,PetroVietnam Technical Services Corporation,HNX,stock,1,10.0,Khai khoáng,Khai khoáng,listing_only,,True
QHD,CTCP Que hàn điện Việt Đức,Viet Duc Welding Electrode Joint Stock Company,HNX,stock,1,15.0,"SX Thiết bị, máy móc","SX Thiết bị, máy móc",listing_only,,True
QST,CTCP Sách và Thiết bị Trường học Quảng Ninh,Quang Ninh Book & Educational Equipment JSC,HNX,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin,listing_only,,True
QTC,CTCP Công trình Giao thông Vận tải Quảng Nam,Quang Nam Transportion Construction Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
RCL,CTCP Địa ốc Chợ Lớn,Cho Lon Real Estate Joint Stock Company,HNX,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
S55,CTCP Sông Đà 505,Song Da 505 Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
S99,CTCP SCI,SCI Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
SAF,CTCP Lương thực Thực phẩm Safoco,Safoco Foodstuff Joint Stock Company,HNX,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
SCG,CTCP Tập đoàn Xây dựng SCG,SCG Construction Group Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
SCI,CTCP SCI E&C,SCI E&C Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
SD5,CTCP Sông Đà 5,Song Da No5 Joint-Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
SD9,CTCP Sông Đà 9,Song Da No 9 Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
SDC,CTCP Tư vấn Sông Đà,Song Da Consulting Joint Stock Company,HNX,stock,1,28.0,"Dịch vụ tư vấn, hỗ trợ","Dịch vụ tư vấn, hỗ trợ",listing_only,,True
SDG,CTCP Sadico Cần Thơ,Sadico Can Tho Joint Stock Corporation,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
SDN,CTCP Sơn Đồng Nai,Dong Nai Paint Corporation,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
SDU,CTCP Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Song Da Urban Investment Construction and Development Joint Stock Company,HNX,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
SEB,CTCP Đầu tư và Phát triển Điện Miền Trung,Mien Trung Power Investment and Development Joint Stock Company,HNX,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
SED,CTCP Đầu tư và Phát triển Giáo dục Phương Nam,Phuong Nam Education Investment and Development Joint Stock Company,HNX,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin,listing_only,,True
SFN,CTCP Dệt lưới Sài Gòn,Sai Gon Fishing Net Joint Stock Company,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
SGC,CTCP Xuất nhập khẩu Sa Giang,Sa Giang Import Export Corporation,HNX,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
SGD,CTCP Sách Giáo dục tại Thành phố Hồ Chí Minh,Educational Book Joint Stock Company in Ho Chi Minh City,HNX,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin,listing_only,,True
SGH,CTCP Khách sạn Sài Gòn,Sai Gon Hotel Corporation ,HNX,stock,1,25.0,"Dịch vụ lưu trú, ăn uống, giải trí","Dịch vụ lưu trú, ăn uống, giải trí",listing_only,,True
SHE,CTCP Phát triển Năng lượng Sơn Hà,Son Ha Development of Renewable Energy Joint Stock Company,HNX,stock,1,15.0,"SX Thiết bị, máy móc","SX Thiết bị, máy móc",listing_only,,True
SHN,CTCP Đầu tư Tổng hợp Hà Nội,Ha Noi Investment General Corporation,HNX,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
SJ1,CTCP Nông nghiệp Hùng Hậu,Hung Hau Agricultural Corporation,HNX,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản,listing_only,,True
SJE,CTCP Sông Đà 11,Song Da No 11 Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
SLS,CTCP Mía Đường Sơn La,Son La Sugar Joint Stock Company,HNX,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
SMN,CTCP Sách và Thiết bị Giáo dục Miền Nam,South Books and Educational Equipment Joint Stock Company,HNX,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin,listing_only,,True
SMT,CTCP Sametel,Sametel Corporation,HNX,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
SPC,CTCP Bảo vệ Thực vật Sài Gòn,Sai Gon Plant Protection Joint Stock Company,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
SRA,CTCP Sara Việt Nam,Sara Vietnam Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
SSM,CTCP Chế tạo kết cấu Thép Vneco.SSM,Steel Structure Manufacture Joint Stock Company,HNX,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
STC,CTCP Sách và Thiết bị Trường học Thành phố Hồ Chí Minh,Book and Educational Equipment Joint Stock Company of Ho Chi Minh City,HNX,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin,listing_only,,True
STP,CTCP Công nghiệp Thương mại Sông Đà,Song Da Industry Trade Joint Stock Company,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
SVN,CTCP Tập đoàn Vexilla Việt Nam,Vexilla Viet Nam Group Joint Stock Company,HNX,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư,listing_only,,True
SZB,CTCP Sonadezi Long Bình,Sonadezi Long Binh Share Holding Company,HNX,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
TA9,CTCP Xây lắp Thành An 96,Thanh An 96 Installation and Construction Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
TD6,CTCP Than Đèo Nai - Cọc Sáu - TKV,Deo Nai - Coc Sau - TKV Coal Joint Stock Company,HNX,stock,1,10.0,Khai khoáng,Khai khoáng,listing_only,,True
TDT,CTCP Đầu tư và Phát triển TDT,TDT Investment and Development Joint Stock Company,HNX,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
TET,CTCP Vải sợi May mặc Miền Bắc,Northern Textiles and Garments Joint Stock Company ,HNX,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
TFC,CTCP Trang,Trang Corporation,HNX,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản,listing_only,,True
THB,CTCP Bia Hà Nội - Thanh Hóa,Ha Noi - Thanh Hoa Beer Joint Stock Company,HNX,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
THD,CTCP Thaiholdings,Thaiholdings Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
THS,CTCP Thanh Hoa - Sông Đà,Song Da Thanh Hoa Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
THT,CTCP Than Hà Tu - Vinacomin,Vinacomin - Ha Tu Coal Joint Stock Company,HNX,stock,1,10.0,Khai khoáng,Khai khoáng,listing_only,,True
TIG,CTCP Tập đoàn Đầu tư Thăng Long,Thang Long Investment Group Joint Stock Company,HNX,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
TJC,CTCP Dịch vụ Vận tải và Thương mại,Transportation and Trading Services Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
TKU,CTCP Công nghiệp Tung Kuang,Tung Kuang Industrial Joint Stock Company,HNX,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
TMB,CTCP Kinh doanh Than Miền Bắc - Vinacomin,Vinacomin - Northern Coal Trading Joint Stock Company,HNX,stock,1,10.0,Khai khoáng,Khai khoáng,listing_only,,True
TMC,CTCP Thương mại Xuất nhập khẩu Thủ Đức,Thu Duc Trading and Import Export Joint Stock Company,HNX,stock,1,7.0,Bán lẻ,Bán lẻ,listing_only,,True
TMX,CTCP VICEM Thương mại Xi măng,VICEM Cement Trading Joint Stock Company,HNX,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
TNG,CTCP Đầu tư và Thương mại TNG,TNG Investment and Trading Joint Stock Company,HNX,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
TOT,CTCP Transimex Logistics,Transimex Logistics Corporation,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
TPP,CTCP Tân Phú Việt Nam,Tan Phu Viet Nam Joint Stock Company,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
TSB,CTCP Ắc quy Tia Sáng,Tia Sang Battery Joint Stock Company,HNX,stock,1,27.0,Thiết bị điện,Thiết bị điện,listing_only,,True
TTC,CTCP Gạch men Thanh Thanh,Thanh Thanh Joint Stock Company,HNX,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
TTH,CTCP Thương mại và Dịch vụ Tiến Thành,Tien Thanh Service and Trading Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
TTL,Tổng Công ty Thăng Long - CTCP,Thang Long Joint Stock Corporation,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
TTT,CTCP Du lịch - Thương mại Tây Ninh,Tay Ninh Tourist - Trading Joint Stock Company,HNX,stock,1,25.0,"Dịch vụ lưu trú, ăn uống, giải trí","Dịch vụ lưu trú, ăn uống, giải trí",listing_only,,True
TV3,CTCP Tư vấn Xây dựng Điện 3,Power Engineering Consulting Joint Stock Company 3,HNX,stock,1,28.0,"Dịch vụ tư vấn, hỗ trợ","Dịch vụ tư vấn, hỗ trợ",listing_only,,True
TV4,CTCP Tư vấn Xây dựng Điện 4,Power Engineering Consulting Joint Stock Company 4,HNX,stock,1,28.0,"Dịch vụ tư vấn, hỗ trợ","Dịch vụ tư vấn, hỗ trợ",listing_only,,True
TVD,CTCP Than Vàng Danh - Vinacomin,Vinacomin - Vang Danh Coal Joint Stock Company,HNX,stock,1,10.0,Khai khoáng,Khai khoáng,listing_only,,True
TXM,CTCP VICEM Thạch cao Xi măng,VICEM Gypsum And Cement Joint Stock Company,HNX,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
UNI,CTCP Đầu Tư Và Phát Triển Sao Mai Việt,Sao Mai Viet Investment And Development Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
V12,CTCP Xây dựng Số 12,Viet Nam Construction Joint Stock Company No 12,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
V21,CTCP Vinaconex 21,Vinaconex 21 Joint Stock Company,HNX,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
VBC,CTCP Nhựa - Bao bì Vinh,Vinh Plastic and Bags Joint Stock Company,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
VC1,CTCP Xây dựng Số 1,Construction Joint Stock Company No 1,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
VC2,CTCP Đầu tư và Xây dựng Vina2,VINA2 Investment and Construction Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
VC3,CTCP Tập đoàn Nam Mê Kông,Nam MeKong Group Joint Stock Company,HNX,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
VC6,CTCP Xây dựng và Đầu tư Visicons,Visicons Construction and Investment Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
VC7,CTCP Tập đoàn BGI,BGI Group Joint Stock Company,HNX,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
VC9,CTCP Xây dựng số 9 - VC9,VC9 - NO 9 Construction Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
VCC,CTCP Vinaconex 25,Vinaconex 25 Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
VCM,CTCP BV Life,BV Life Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
VCS,CTCP Vicostone,Vicostone Joint Stock Company,HNX,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
VDL,CTCP Thực phẩm Lâm Đồng,Lam Dong Foodstuffs Joint Stock Company,HNX,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
VE1,CTCP Xây dựng Điện VNECO 1,VNECO 1 Electricity Construction Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
VE3,CTCP Xây dựng Điện VNECO 3,VNECO 3 Electricity Construction Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
VE4,CTCP Xây dựng Điện VNECO4,VNECO4 Electricity Construction Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
VGP,CTCP Cảng Rau Quả,The Vegetexco Port Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
VGS,CTCP Ống thép Việt - Đức VG PIPE,Vietnam Germany Steel Pipe Joint Stock Company,HNX,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
VHE,CTCP Dược liệu và Thực phẩm Việt Nam,Vietnam Herbs and Foods Joint Stock Company,HNX,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
VHL,CTCP Viglacera Hạ Long,Viglacera Ha Long Joint Stock Company,HNX,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
VIF,Tổng Công ty Lâm nghiệp Việt Nam - CTCP,Viet Nam Forestry Corporation Joint Stock Company,HNX,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư,listing_only,,True
VIT,CTCP Viglacera Tiên Sơn,Viglacera Tien Son Joint Stock Company,HNX,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
VLA,CTCP Đầu tư và Phát triển Công nghệ Văn Lang,Van Lang Technology Development and Investment Joint Stock Company,HNX,stock,1,,,,listing_only,,True
VMC,CTCP Vimeco,Vimeco Joint Stock Company,HNX,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
VMS,CTCP Phát triển Hàng Hải,Vietnam Maritime Development Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
VNC,CTCP Tập đoàn Vinacontrol,Vinacontrol Group Corporation,HNX,stock,1,28.0,"Dịch vụ tư vấn, hỗ trợ","Dịch vụ tư vấn, hỗ trợ",listing_only,,True
VNF,CTCP Vinafreight,Vinafreight Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
VNT,CTCP Giao nhận Vận tải Ngoại thương,The Van Cargoes And Foreign Trade Logistics Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
VSA,CTCP Đại lý Hàng hải Việt Nam,Vietnam Ocean Shipping Agency Corporation,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
VSM,CTCP Container Miền Trung,Central Container Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
VTC,CTCP Viễn thông VTC,VTC Telecommunications Joint Stock Company,HNX,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin,listing_only,,True
VTH,CTCP Dây cáp Điện Việt Thái,Viet Thai Electric Cable Corporation,HNX,stock,1,27.0,Thiết bị điện,Thiết bị điện,listing_only,,True
VTJ,CTCP Thương mại và Đầu tư VI NA TA BA,VI NA TA BA Trading & Investment Joint Stock Company,HNX,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
VTV,CTCP Năng lượng và Môi trường VICEM,VICEM Energy And Environment Joint Stock Company,HNX,stock,1,1.0,Bán buôn,Bán buôn,listing_only,,True
VTZ,CTCP Sản xuất và Thương mại Nhựa Việt Thành,Viet Thanh Plastic Trading And Manufacturing Joint Stock Company,HNX,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
WCS,CTCP Bến xe Miền Tây,West Coach Station Joint Stock Company,HNX,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
X20,CTCP X20,X20 Joint Stock Company,HNX,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
AAA,CTCP Nhựa An Phát Xanh,An Phat Bioplastics Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
AAM,CTCP Thủy sản MeKong,Mekong Fisheries Joint Stock Company,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản,listing_only,,True
AAN,CTCP Lương thực A An,A An Food Joint Stock Company,HOSE,stock,1,12.0,Nông - Lâm - Ngư,Nông - Lâm - Ngư,listing_only,,True
AAT,CTCP Tập Đoàn Tiên Sơn Thanh Hóa ,Tien Son Thanh Hoa Group Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
ABR,CTCP Đầu tư Nhãn hiệu Việt,Viet Brand Invest Joint Stock Company,HOSE,stock,1,6.0,Công nghệ và thông tin,Công nghệ và thông tin,listing_only,,True
ABS,CTCP Dịch vụ Nông nghiệp Bình Thuận,BinhThuan Agriculture Services Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
ABT,CTCP Xuất nhập khẩu Thủy sản Bến Tre,Bentre Aquaproduct Import And Export JSC,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản,listing_only,,True
ACC,CTCP Đầu tư và Xây dựng Bình Dương ACC,ACC Binh Duong Investment and Construction Joint Stock Company,HOSE,stock,1,21.0,Vật liệu xây dựng,Vật liệu xây dựng,listing_only,,True
ACG,CTCP Gỗ An Cường,An Cuong Wood - Working Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
ACL,CTCP Xuất nhập khẩu Thủy sản Cửu Long An Giang,Cuu Long Fish Joint Stock Company,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản,listing_only,,True
ADG,CTCP Clever Group,Clever Group Corporation,HOSE,stock,1,,,,listing_only,,True
ADP,CTCP Sơn Á Đông,A Dong Paint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
ADS,CTCP Damsan,Damsan Joint Stock Company,HOSE,stock,1,16.0,SX Hàng gia dụng,SX Hàng gia dụng,listing_only,,True
AFX,CTCP Xuất nhập khẩu Nông sản Thực phẩm An Giang,An Giang Agriculture and Foods Import - Export Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
AGG,CTCP Đầu tư và Phát triển Bất động sản An Gia,An Gia Real Estate Investment and Development Corporation,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
ANT,CTCP Rau quả Thực phẩm An Giang,An Giang Fruit-Vegetables & Foodstuff Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
ANV,CTCP Nam Việt,Nam Viet Corporation,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản,listing_only,,True
APH,CTCP Tập đoàn An Phát Holdings,An Phat Holdings Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
ASG,CTCP Tập đoàn ASG,ASG Corporation,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
ASM,CTCP Tập đoàn Sao Mai,Sao Mai Group Corporation,HOSE,stock,1,20.0,Chế biến Thủy sản,Chế biến Thủy sản,listing_only,,True
ASP,CTCP Tập đoàn Dầu khí An Pha,An Pha Petrol Joint Stock Company,HOSE,stock,1,22.0,Tiện ích,Tiện ích,listing_only,,True
AST,CTCP Dịch vụ Hàng không Taseco,Taseco Air Services Joint Stock Company,HOSE,stock,1,23.0,Vận tải - kho bãi,Vận tải - kho bãi,listing_only,,True
BAF,CTCP Nông nghiệp BAF Việt Nam,BAF Viet Nam Agriculture Joint Stock Company,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
BCE,CTCP Xây dựng và Giao thông Bình Dương,Becamex Construction & Civil Engineering Joint Stock Company,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
BCG,CTCP Tập đoàn Bamboo Capital,Bamboo Capital Group Joint Stock Company,HOSE,stock,1,24.0,Xây dựng,Xây dựng,listing_only,,True
BCM,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,Becamex Investment And Industrial Development Group,HOSE,stock,1,3.0,Bất động sản,Bất động sản,listing_only,,True
BFC,CTCP Phân bón Bình Điền,Binh Dien Fertilizer Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
BHN,Tổng Công ty cổ phần Bia - Rượu - Nước giải khát Hà Nội,Hanoi Beer Alcohol and Beverage Joint Stock Corporation,HOSE,stock,1,19.0,Thực phẩm - Đồ uống,Thực phẩm - Đồ uống,listing_only,,True
BKG,CTCP Đầu tư BKG Việt Nam,BKG Viet Nam Investment Joint Stock Company,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
BMC,CTCP Khoáng sản Bình Định,Binh Dinh Minerals Joint Stock Company,HOSE,stock,1,10.0,Khai khoáng,Khai khoáng,listing_only,,True
BMP,CTCP Nhựa Bình Minh,Binh Minh Plastics Joint Stock Company,HOSE,stock,1,18.0,SX Nhựa - Hóa chất,SX Nhựa - Hóa chất,listing_only,,True
BRC,CTCP Cao su Bến Thành,Ben Thanh Rubber Joint Stock Company,HOSE,stock,1,17.0,Sản phẩm cao su,Sản phẩm cao su,listing_only,,True
BSR,CTCP - Tổng Công ty Lọc hóa dầu Việt Nam,Petrovietnam Refining And Petrochemical Corporation,HOSE,stock,1,26.0,SX Phụ trợ,SX Phụ trợ,listing_only,,True
